modalidade,situacao,esfera,orgao,uf,municipio,objeto,valor,abertura,encerramento,numero_pncp,link
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de empresa especializada para realização de serviço de tratamento e pintura de paredes internas e teto, com fornecimento de materiais, equipamentos, insumos e mão de obra, para a Policlínica Naval Nossa Senhora da Glória.",15075.0,2026-09-16T16:00:00,2026-10-01T12:00:00,00394502000144-1-011813/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76570406001642026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de material permanente (Notebook),7813.97,2026-09-22T08:00:00,2026-10-01T12:00:00,33663683000116-1-000436/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15314506001662026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"PRODUTO VIDEO-LARINGOESTROBOSCÓPIO : Equipamento de laringoscopia e estroboscopia com alta qualidade de imagem,proporcionando diagnóstico preciso, visualização detalhada das pregas vocais e máxima segurança na avaliação clínica,
contendo os seguintes itens: 01 (uma) ótica rígida de 9 milímetros, com cabo conector usb, com microcâmera, fonte de luz
de (leds), sensor de frequência e microfone de som;2 (duas) opções de luz – Luz estrobo e luz constante; 01 (um) cabo conector USB; ",45159.96,2026-09-25T16:00:00,2026-10-01T12:00:00,00394502000144-1-012068/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76570406001662026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,4 Recargas de Botijão Gás Butano P45kg ao IMPG/UFRJ,1920.0,2026-09-22T08:00:00,2026-10-01T12:00:00,33663683000116-1-000437/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15314506001672026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de material de consumo a ser utilizado pela Clínica de Alergologia para realização de testes cutâneos alérgicos de leitura imediata e tardia.,13994.34,2026-09-25T16:00:00,2026-10-01T12:00:00,00394502000144-1-012164/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76570406001682026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"        1.1. Contratação de empresa especializada para remoção de piso paviflex e instalação de piso porcelanato técnico retificado, com ferramentas, equipamentos e mão de obra necessários para execução do serviço, para a Policlínica Naval Nossa Senhora da Glória, nos termos da tabela abaixo, conforme as condições e exigências estabelecidas neste instrumento.
        1.2.  Os insumos e materiais (piso, argamassa, rejunte, espaçador nivelador, soleira e primer) serão fornecidos pela PNNSG.",28794.6,2026-09-25T16:00:00,2026-10-01T12:00:00,00394502000144-1-012376/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76570406001702026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de empresa especializada para confecção, fornecimento, transporte, montagem e instalação de 01 (um) conjunto de mobiliário planejado sob medida em MDF, destinado ao Espaço de Convivência da Praça d’Armas do CIAW, com dimensões aproximadas de 2,00 m de largura, 2,40 m de altura e 0,45 m de profundidade, contemplando armário inferior, bancada, painel ripado, prateleira, iluminação em LED, letreiro “ESPAÇO CONVIVÊNCIA” e elementos de comunicação visual institucional",20466.5,2026-09-28T08:00:00,2026-10-01T12:00:00,00394502000144-1-012458/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76220006000172026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Contratação de Empresa Especializada na Prestação de Serviços contínuos de Engenharia Clínica para manutenção de Equipamentos Médico-Hospitalares - EMH.,9725049.36,2026-09-17T08:00:00,2026-10-01T13:00:00,00394544000185-1-001967/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005905004332026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de empresa especializada para prestação de serviços continuados de enfermagem, sem dedicação
exclusiva de mão de obra, destinados à complementação da capacidade assistencial do Hospital Central do Exército
(HCE) e à cobertura das escalas assistenciais da unidade hospitala",16240718.76,2026-09-18T08:00:00,2026-10-02T08:00:00,00394452000103-1-019339/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16032205000632026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"CHAVE COMBINADA PLANA ; CHAVE COMBINADA PLANA BOCA E CATRACA; C/CATRACA 13MM; REF. GEDORE 031 235, 7R-13; OU SIMILAR
CHAVE SOQUETE HEXAGONAL ; SOQUETE DE 4 MM COM ENCAIXE DE 1/4""; ACABAMENTO: NIQUELADO E CROMADO COM PONTEIRA HEXAGONAL ESCURECIDA; REF.: IN 20 L, CÓDIGO 013.416, GEDORE OU SIMILAR DE QUALIDADE IGUAL OU SUPERIOR;; APLIC: OPTINOTA-H; QTDAMOSTRA: 0;
",448.0,2026-09-28T08:00:00,2026-10-02T08:00:00,34164319000174-1-000185/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=17908306001462026
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"
CONTRATACAO DE EMPRESA ESPECIALIZADA NA CONFECCAO COM
INSTALACAO DE PLACAS DE SINALIZACAO ( CONFECCAO DE PLACAS,DESCRIÇÃO)",72303.0,2026-09-22T14:00:00,2026-10-02T08:59:00,42498600000171-1-003994/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37453
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"A aquisição, por contratação direta (art.75 nc. III alínea a), de microcateter, agente embolizante líquido, com aparelho de centrifugação Vortex EM COMODATO para o Hospital Universitário Pedro Ernesto.",68066.71,2026-09-25T09:00:00,2026-10-02T08:59:00,42498600000171-1-004063/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37485
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Aquisição por dispensa de licitação, de Seringas para o Hospital Universitário Pedro Ernesto.",246413.33,2026-09-25T09:00:00,2026-10-02T08:59:00,42498600000171-1-004064/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37486
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Aquisição, por contratação direta, de materiais essenciais para utilização dos equipamentos cirúrgicos da Neurocirurgia  para o Hospital Universitário Pedro Ernesto.",47180.0,2026-09-25T09:00:00,2026-10-02T08:59:00,42498600000171-1-004065/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37487
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"A aquisição de medicamentos, por Compra Direta, para o Hospital Universitário
Pedro Ernesto.",714640.0,2026-09-25T09:00:00,2026-10-02T08:59:00,42498600000171-1-004066/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37488
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Contratação de empresa especializada para prestação de serviços de apoio operacional e pessoal para monitoramento ambiental, gerenciamento e suporte técnico-operacional à Gerência de Patrulhamento Ambiental (GPA), incluindo resposta a denúncias de danos à flora e fauna, resgate de animais, combate a práticas ilegais, mitigação de poluições e operação 24h por dia (sem inclusão de veículos, materiais ou equipamentos) .",2948984.4,2026-09-18T09:00:00,2026-10-02T09:00:00,42498600000171-1-003612/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98600105014762026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de serviços contínuos de limpeza, asseio e conservação para as unidades da Universidade Federal do Rio de Janeiro (JMM e Letras) no Campus da Ilha da Cidade Universitária, a serem executados com regime de dedicação exclusiva de mão de obra.",6830638.68,2026-09-17T09:00:00,2026-10-02T09:00:00,33663683000116-1-000430/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15311505000402026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de serviços contínuos de limpeza e conservação, a serem executados com regime de dedicação exclusiva de mão de obra, incluindo materiais de limpeza e higiene, equipamentos e máquinas, a fim de atender às necessidades do Escritório Central da Agência Nacional do Cinema – ANCINE, no Rio de Janeiro",720524.07,2026-09-18T09:00:00,2026-10-02T09:00:00,04884574000120-1-000038/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=20300305000132026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de empresa especializada, para prestar serviços através de quarteirização para manutenções prediais, de vias públicas, logradouros, equipamentos e demais bens públicos, para manutenção preventiva, corretiva, reformas, adequações e ampliações, inclusive de obras remanescentes,  com fornecimento de peças, equipamentos, materiais , mão de obra e demais serviços necessários,  com a utilização de solução informatizada sob tecnologia web, que deverá ser totalmente customizado.",30460602.0,2026-09-18T09:00:00,2026-10-02T09:00:00,00394452000103-1-020270/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16029205000692026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Fornecimento de passagem rodoviária,20000.0,2026-09-18T09:00:00,2026-10-02T09:00:00,00394452000103-1-020275/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16032705002762026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,AQUISIÇÃO DE MATERIAIS HOSPITALARES PARA HEMODINÂMICA ,504063.0,2026-09-22T08:00:00,2026-10-02T09:00:00,00394544000185-1-000028/2027,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005905001872027
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de Banho Seco Kasvi K80-01D, Mantas Aquecedoras, Agitador Mecânico Vortex, Evaporador tipo Centrífuga, Estufa de
Secagem Digital e Forno Mufla Digital",0.0,2026-09-23T08:00:00,2026-10-02T09:00:00,33781055000135-1-001645/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25444605004972026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de Material de Laboratório da marca Sartorius ,0.0,2026-09-22T08:00:00,2026-10-02T09:30:00,33781055000135-1-001633/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25444605005462026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,Reforma da Enfermaria da Pediatria,3234971.59,2026-09-16T12:51:00,2026-10-02T09:59:00,42498600000171-1-003799/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37377
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,Pregão Eletrônico nº 90054 - Implantação do programa de autopreservação policial,176280.28,2026-09-21T08:00:00,2026-10-02T10:00:00,32690668000102-1-000006/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92757005000032026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Fornecimento de 04 (quatro) conjuntos motobomba acionadas por motores diesel com todos os itens e acessórios necessários para seu funcionamento, posto CIF nas Indústrias Nucleares do Brasil S/A - INB, localizada no município de Caetité/BA, em conformidade com o Termo de Referência. O Edital e suplementos referentes a esta licitação estarão disponíveis no site da INB (www.inb.gov.br/licitacoes).",0.0,2026-09-21T09:00:00,2026-10-02T10:00:00,37115383000153-1-000122/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=11320605000382026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de materiais de expediente, sendo estes: material de escritório, material descartável, material de limpeza e suprimentos
de informática, nos termos da tabela abaixo, conforme condições, quantidades e exigências estabelecidas neste instrumento, a fim de atender as necessidades do Serviço de Veteranos e Pensionistas da Marinha.",95421.42,2026-09-22T10:00:00,2026-10-02T10:00:00,00394502000144-1-012130/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76420005000702026
Concorrência - Eletrônica,Suspensa,F,,RJ,Rio de Janeiro,"Contratação de obra para construção da nova sede da Fiocruz Amazônia, Instituto Leônidas e Maria Deane, localizada na  Rua São Jorge S/N, São Jorge, Manaus/AM.",216093089.49,2026-08-27T08:00:00,2026-10-02T10:00:00,33781055000135-1-000239/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=25446203900022026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Constitui objeto deste termo de referência à contratação de empresa especializada para a prestação de serviços de administração de estagiários, visando atender a estudantes de cursos de educação superior e ensino médio para preenchimento de oportunidades de estágio na Fundação Anita Mantuano de Artes do Estado do Rio de Janeiro - FUNARJ, pelo período de 12 (doze) meses.",927214.53,2026-09-16T14:00:00,2026-10-02T10:50:00,42498600000171-1-003940/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37426
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de baterias recarregáveis do tipo chumbo-ácida reguladas por válvula (VRLA), destinadas à reposição e sustentação energética dos equipamentos nobreaks. ",398000.0,2026-09-21T08:00:00,2026-10-02T11:00:00,06170517000105-1-000123/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=07001705002282026
Concorrência - Eletrônica,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"BAIRRO MARAVILHA NORTE - OBRAS DE INFRAESTRUTURA E URBANIZAÇÃO NA RUA CRUZ E SOUZA E OUTRAS, NO BAIRRO DE ENCANTADO - FASE III, NA ÁREA DA I/SUBI/CGO/1ª GO - XIII R.A. - AP 3.2",15564616.87,2026-08-27T08:00:00,2026-10-02T11:00:00,42498600000171-1-003627/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98600103014822026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de material de laboratório (IMPG-IBqM),10321.0,2026-09-23T08:00:00,2026-10-02T12:00:00,33663683000116-1-000441/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15314506001682026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de material permanente (Equipamentos de Proteção e Segurança) ao IMPG/UFRJ,848.08,2026-09-23T08:00:00,2026-10-02T12:00:00,33663683000116-1-000443/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15314506001692026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de Materiais Hospitalares para Cirurgia Cardíaca,521108.04,2026-09-22T08:00:00,2026-10-02T14:00:00,00394544000185-1-002032/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005905002372026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro, Aquisição de materiais comuns instrucionais e matérias primas para salas de aula e laboratórios,74903.01,2026-09-18T08:00:00,2026-10-05T08:00:00,00394502000144-1-011967/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76240005000752026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,São Gonçalo,Aquisição de gêneros alimentícios,2048611.22,2026-09-23T08:00:00,2026-10-05T08:00:00,00394502000144-1-012234/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=74403005000792026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição da proposta mais vantajosa de Equipamentos de informática para o 1° Depósito de Suprimento nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento. ",63940.5,2026-09-24T08:00:00,2026-10-05T08:00:00,00394452000103-1-020736/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16030706001052026
